chembl_id,chemical_formula,pIC50,count_C,count_H,count_N,count_O,count_S,count_Cl,count_Br,count_F,count_I,metal_mass,metal_ionic_radius,metal_electronegativity,expected_coordination_num,is_Ruthenium,is_Rhodium,is_Platinum,unsaturation_index,N_C_ratio,O_C_ratio,calculated_molecular_weight
CHEMBL184449,C36H43AuClN4O3P+,7.4,36,43,4,3,0,1,0,0,0,196.967,137,2.54,2,0,0,0,17.5,0.1111111111111111,0.0833333333333333,812.182
CHEMBL184465,C36H42AuClF6N3P2,7.4,36,42,3,0,0,1,0,6,0,196.967,137,2.54,2,0,0,0,17.5,0.0833333333333333,0.0,863.1579999999999
CHEMBL186466,C10H18N2O4Pt,5.26,10,18,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,3.0,0.2,0.4,425.348
CHEMBL186506,C36H52AuCl5N6+,7.37,36,52,6,0,0,5,0,0,0,196.967,137,2.54,2,0,0,0,14.0,0.1666666666666666,0.0,943.071
CHEMBL186705,C6H8Cl2N2Pt+2,4.89,6,8,2,0,0,2,0,0,0,195.084,80,2.28,4,0,0,1,4.0,0.3333333333333333,0.0,374.128
CHEMBL187543,C21H15Cl3N6Ru,5.58,21,15,6,0,0,3,0,0,0,101.07,74,2.2,6,1,0,0,17.5,0.2857142857142857,0.0,558.813
CHEMBL187626,C34H50AuCl3N3O10S,7.27,34,50,3,10,1,3,0,0,0,196.967,137,2.54,2,0,0,0,11.5,0.088235294117647,0.2941176470588235,996.162
CHEMBL187664,C11H20N2O4Pt,6.04,11,20,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,3.0,0.1818181818181818,0.3636363636363636,439.375
CHEMBL189068,C21H36AuClF6N3P2,7.4,21,36,3,0,0,1,0,6,0,196.967,137,2.54,2,0,0,0,5.5,0.1428571428571428,0.0,676.9449999999999
CHEMBL190065,C14H10Cl4N4Ru-,4.18,14,10,4,0,0,4,0,0,0,101.07,74,2.2,6,1,0,0,12.0,0.2857142857142857,0.0,477.132
CHEMBL1909056,C10H14CoO4,5.5,10,14,0,4,0,0,0,0,0,58.933,65,1.88,6,0,0,0,4.0,0.0,0.4,257.15099999999995
CHEMBL191157,C16H30N2O4Pt,5.15,16,30,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,3.0,0.125,0.25,509.51
CHEMBL191449,C31H28FeNO4,6.0,31,28,1,4,0,0,0,0,0,55.845,61,1.83,6,0,0,0,18.5,0.032258064516129,0.1290322580645161,534.4129999999999
CHEMBL191962,C26H25N3O2Ru,6.14,26,25,3,2,0,0,0,0,0,101.07,74,2.2,6,1,0,0,16.0,0.1153846153846153,0.0769230769230769,512.575
CHEMBL194376,C13H16N2O4Pt,4.89,13,16,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,7.0,0.1538461538461538,0.3076923076923077,459.3649999999999
CHEMBL194500,C13H21Cl2N3PRu+2,4.13,13,21,3,0,0,2,0,0,0,101.07,74,2.2,6,1,0,0,5.0,0.2307692307692307,0.0,391.302
CHEMBL194555,C25H21Cl2FeN3O,6.2,25,21,3,1,0,2,0,0,0,55.845,61,1.83,6,0,0,0,17.0,0.12,0.04,506.2080000000001
CHEMBL195083,C26H24ClFeN3O2,5.66,26,24,3,2,0,1,0,0,0,55.845,61,1.83,6,0,0,0,16.5,0.1153846153846153,0.0769230769230769,501.792
CHEMBL196628,C14H16N2O4Pt,4.89,14,16,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,8.0,0.1428571428571428,0.2857142857142857,471.376
CHEMBL197200,C20H37N5O13Pt,4.2,20,37,5,13,0,0,0,0,0,195.084,80,2.28,4,0,0,1,5.0,0.25,0.65,750.622
CHEMBL2028163,C79H78FeN10O14-2,5.8,79,78,10,14,0,0,0,0,0,55.845,61,1.83,6,0,0,0,46.0,0.1265822784810126,0.1772151898734177,1447.394
CHEMBL2028164,C6FeN6-4,5.0,6,0,6,0,0,0,0,0,0,55.845,61,1.83,6,0,0,0,10.0,1.0,0.0,211.953
CHEMBL2028168,C44H10Cl2F20FeN4,5.66,44,10,4,0,0,2,0,20,0,55.845,61,1.83,6,0,0,0,42.0,0.0909090909090909,0.0,1101.297
CHEMBL2068288,C12H20N2O5Pt,5.23,12,20,2,5,0,0,0,0,0,195.084,80,2.28,4,0,0,1,4.0,0.1666666666666666,0.4166666666666667,467.3850000000001
CHEMBL2068291,C37H50Cl2N2O3Pt,4.82,37,50,2,3,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.054054054054054,0.081081081081081,836.8019999999999
CHEMBL2068292,C36H48Cl2N2O3Pt,4.11,36,48,2,3,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.0555555555555555,0.0833333333333333,822.775
CHEMBL2068294,C35H46Cl2N2O3Pt,4.17,35,46,2,3,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.0571428571428571,0.0857142857142857,808.748
CHEMBL2068295,C36H48Cl2N2O2Pt,4.13,36,48,2,2,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.0555555555555555,0.0555555555555555,806.7760000000001
CHEMBL2068301,C32H40Cl2N2Pt,5.31,32,40,2,0,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.0625,0.0,718.67
CHEMBL2068302,C28H32Cl2N2Pt,5.1,28,32,2,0,0,2,0,0,0,195.084,80,2.28,4,0,0,1,14.0,0.0714285714285714,0.0,662.562
